titulo,localizacion,precio,ascensor,baños,trastero,piso,habitaciones,metros_reales,armarios_empotrados,terraza,garaje,calefaccion,aire_acondicionado,piscina,zonas_verdes
Alquiler de Piso en calle Cañar,"Rosaleda - Juventud, Granada",1100,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,1,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",900,0.0,1,0,Primeros_pisos,3,65,0,0,0,1,0,0,0
Alquiler de Piso en calle Solarillo de Gracia,"Recogidas, Granada",1600,1.0,2,0,Ultimos_pisos,5,1,0,1,0,1,0,0,0
Alquiler de Piso en Albaicín,Granada,570,0.0,1,0,Bajo,1,46,1,1,0,1,0,0,0
Alquiler de Piso en carretera de Málaga,"La Chana, Granada",900,1.0,2,0,Primeros_pisos,4,95,0,0,0,1,0,0,0
Alquiler de Piso en calle Agua de Cartuja,"San Ildefonso, Granada",750,1.0,1,0,Primeros_pisos,2,65,0,0,0,1,0,0,0
Alquiler de Piso en calle Darro del Boquerón,"Gran Capitán, Granada",800,1.0,1,0,Primeros_pisos,1,67,0,0,0,1,0,0,0
"Alquiler de Piso en calle Sócrates, 14","Jardín Botánico, Granada",1200,1.0,2,0,Primeros_pisos,3,1,1,0,0,1,0,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",840,0.0,1,0,Ultimos_pisos,3,80,0,0,0,1,0,0,0
Alquiler de Piso en carretera de Málaga,"La Chana, Granada",900,1.0,2,0,Primeros_pisos,4,95,0,0,0,1,0,0,0
Alquiler de Piso en calle Damasqueros s/n,"Molinos - Santiago, Granada",700,0.0,1,0,Primeros_pisos,1,35,0,0,0,0,0,0,0
"Alquiler de Piso en camino de Ronda, 72","Figares, Granada",1278,1.0,2,0,Ultimos_pisos,4,1,0,1,0,0,1,0,0
"Alquiler de Piso en calle Recogidas, 10","Figares, Granada",1200,1.0,2,0,Ultimos_pisos,3,1,1,1,0,1,1,0,0
"Alquiler de Piso en calle Recoletos, 21","Ronda - Arabial, Granada",950,1.0,1,0,Primeros_pisos,3,80,0,0,0,1,1,0,0
Alquiler de Piso en ronda de Alfareros,"Casería de Montijo, Granada",1200,0.0,2,1,Primeros_pisos,4,1,0,1,1,1,1,0,1
Alquiler de Piso en calle Jesús y María,"San Matías - Pavaneras, Granada",700,1.0,1,0,Bajo,1,56,1,0,0,1,0,0,0
Alquiler de Piso en calle Doctor Fidel Fernández,"Plaza de Toros, Granada",800,1.0,1,0,Primeros_pisos,3,85,1,0,0,1,0,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",840,0.0,1,0,Ultimos_pisos,3,80,0,0,0,1,0,0,0
"Alquiler de Casa o chalet independiente en calle Verea de Enmedio, 19","Albaicín, Granada",2500,0.0,2,0,Muchas_plantas,4,2,1,1,0,0,1,0,0
"Alquiler de Estudio en calle Moral de la Magdalena, 19","Recogidas, Granada",380,0.0,1,0,Primeros_pisos,1,35,0,0,0,0,0,0,0
"Alquiler de Piso en camino de Ronda, 139","Ronda - Arabial, Granada",1200,1.0,1,0,Primeros_pisos,3,1,1,0,0,1,1,0,0
"Alquiler de Piso en jesse Owens, 1","Rosaleda - Juventud, Granada",1000,1.0,2,1,Ultimos_pisos,3,1,0,1,1,1,1,0,1
Alquiler de Piso en Recogidas,"Centro, Granada",1200,0.0,2,0,Primeros_pisos,3,1,0,0,0,0,0,0,0
Alquiler de Piso en calle Benalua,"Albaicín, Granada",650,0.0,1,0,Primeros_pisos,1,50,0,0,0,0,0,0,0
Alquiler de Piso en calle Aconcagua,"Bola de Oro, Granada",850,1.0,1,0,Primeros_pisos,2,92,0,0,1,1,0,1,1
Alquiler de Piso en avenida Fernando de los Ríos,"Parque Lagos, Granada",795,1.0,2,1,Ultimos_pisos,2,85,1,0,1,1,0,1,1
Alquiler de Chalet adosado en calle Tudela,"Zaidín, Granada",850,0.0,1,0,Muchas_plantas,4,90,1,1,0,1,0,0,0
Alquiler de Piso en calle Santa Clara,"Zaidín, Granada",850,1.0,2,0,Primeros_pisos,3,97,0,1,0,1,1,0,0
Alquiler de Piso en calle Ancha de Capuchinos s/n,"San Ildefonso, Granada",1180,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en calle Hortensia,Santa Fe,790,1.0,2,0,Primeros_pisos,2,78,0,0,0,1,1,0,0
Alquiler de Piso en calle Benalua,"Albaicín, Granada",650,0.0,1,0,Primeros_pisos,1,50,0,0,0,0,0,0,0
Alquiler de Estudio en plaza Nueva s/n,"Molinos - Santiago, Granada",650,0.0,1,0,Primeros_pisos,1,55,0,0,0,1,1,0,0
Alquiler de Ático en calle Castañeda s/n,"Carrera de la Virgen - Paseo del Salón, Granada",630,0.0,1,0,Primeros_pisos,1,55,0,0,0,1,1,0,0
"Alquiler de Piso en camino de Ronda, 132","Ronda - Arabial, Granada",920,1.0,1,0,Ultimos_pisos,3,90,0,0,0,0,0,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",1200,0.0,2,0,Primeros_pisos,3,1,0,0,0,0,0,0,0
Alquiler de Piso en calle San Antón,"Figares, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en pasaje de San Juan,"La Chana, Granada",1000,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Piso en calle los Santos,"Gran Vía, Granada",1500,0.0,1,0,Primeros_pisos,5,1,0,0,0,0,0,0,0
Alquiler de Piso en calle Laguna de Aguas Verdes,"Bola de Oro, Granada",875,1.0,2,0,Primeros_pisos,3,1,1,1,1,1,0,0,0
"Alquiler de Piso en calle Arzobispo Pedro de Castro, 2","Joaquina Eguaras, Granada",1000,1.0,2,0,Ultimos_pisos,4,1,0,0,1,1,0,0,0
Alquiler de Estudio en calle Puentezuelas,"Recogidas, Granada",430,1.0,1,0,Ultimos_pisos,1,26,1,0,0,0,0,0,0
Alquiler de Piso en avenida de Andaluces,"Los Pajaritos, Granada",750,1.0,1,0,Ultimos_pisos,2,70,1,1,0,1,1,0,0
Alquiler de Piso en calle Jardines,"Recogidas, Granada",800,0.0,1,0,Primeros_pisos,2,60,1,0,0,1,1,0,0
Alquiler de Piso en calle San Matías,"San Matías - Pavaneras, Granada",800,1.0,1,0,Primeros_pisos,2,65,1,0,0,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",800,1.0,2,0,Ultimos_pisos,3,1,0,0,0,1,0,0,0
Alquiler de Piso en Arabial,"Ronda - Arabial, Granada",1250,1.0,2,0,Ultimos_pisos,3,95,1,0,0,1,1,0,0
Alquiler de Piso en calle Trajano,"Jardín Botánico, Granada",650,1.0,1,0,Ultimos_pisos,1,70,0,0,0,0,0,0,0
Alquiler de Piso en avenida de Maracena,"Barrio de los Periodistas, Granada",650,0.0,1,0,Primeros_pisos,3,85,0,0,0,0,0,0,0
"Alquiler de Estudio en cuesta Beteta, 38","Albaicín, Granada",750,0.0,1,1,Bajo,1,60,0,1,0,1,1,0,0
Alquiler de Estudio en Zaidín,Granada,600,0.0,1,0,Bajo,1,30,0,0,0,1,0,0,0
Alquiler de Piso en San Ildefonso,Granada,1040,1.0,1,0,Primeros_pisos,4,90,0,0,0,1,0,0,0
Alquiler de Piso en calle Curro Cúchares,"La Cruz, Granada",950,1.0,1,0,Primeros_pisos,4,1,0,0,0,1,1,0,0
"Alquiler de Piso en avenida de la Ilustración, 51","Campus de la Salud, Granada",990,1.0,2,0,Primeros_pisos,3,1,1,0,1,1,0,1,1
Alquiler de Piso en Mozart s/n,"Figares, Granada",1400,1.0,2,0,Primeros_pisos,4,1,1,1,1,1,1,0,0
Alquiler de Piso en calle Curro Cúchares,"La Cruz, Granada",950,1.0,1,0,Primeros_pisos,4,1,0,0,0,1,1,0,0
Alquiler de Piso en San Ildefonso,Granada,1040,1.0,1,0,Primeros_pisos,4,90,0,0,0,1,0,0,0
Alquiler de Casa o chalet independiente en San Francisco Javier,Granada,1350,0.0,2,0,Muchas_plantas,4,1,0,1,0,1,0,0,0
Alquiler de Piso en Arabial,"Ronda - Arabial, Granada",1250,1.0,2,0,Ultimos_pisos,3,95,1,0,0,1,1,0,0
Alquiler de Piso en San Ildefonso,Granada,950,0.0,1,0,Bajo,2,56,0,0,0,1,0,0,0
Alquiler de Piso en Joaquina Eguaras,Granada,800,1.0,2,0,Primeros_pisos,3,1,0,0,1,1,0,0,0
Alquiler de Piso en Casería de Montijo,"Norte, Granada",995,0.0,3,0,Primeros_pisos,5,87,1,0,0,1,0,0,0
Alquiler de Piso en calle Doctor Fernando Escobar,"Plaza de Toros, Granada",800,0.0,1,0,Ultimos_pisos,3,1,0,0,0,1,1,0,0
Alquiler de Casa o chalet independiente en La Cruz,"Los Pajaritos - Plaza de Toros, Granada",1000,0.0,3,0,Muchas_plantas,3,1,1,1,0,1,0,0,0
Alquiler de Piso en Junto Puerta Real,"San Matías - Pavaneras, Granada",700,1.0,1,0,Primeros_pisos,1,60,1,0,0,1,1,0,0
Alquiler de Piso en calle Pavaneras,"Molinos - Santiago, Granada",650,1.0,1,0,Primeros_pisos,1,50,0,0,0,1,1,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",1000,0.0,1,0,Primeros_pisos,3,90,0,1,0,1,0,0,0
Alquiler de Piso en camino de Alfacar,"Campo Verde, Granada",1140,1.0,1,0,Primeros_pisos,3,94,0,1,1,1,1,0,0
Alquiler de Piso en calle Periodista Eduardo Molina Fajardo,"Barrio de los Periodistas, Granada",790,1.0,2,0,Bajo,2,90,1,1,1,1,0,1,1
Alquiler de Piso en Aljomahima - Ermita,Las Gabias,550,1.0,1,0,Bajo,2,70,0,0,1,1,0,0,0
Alquiler de Estudio en Albaicín,Granada,500,0.0,1,1,Bajo,1,35,0,0,0,1,0,0,0
Alquiler de Estudio en Albaicín,Granada,1600,0.0,1,0,Primeros_pisos,1,40,0,1,0,1,0,0,1
Alquiler de Piso en calle Lagartijillo,"La Cruz, Granada",950,0.0,1,0,Bajo,3,1,1,0,0,1,0,0,0
Alquiler de Piso en Albaicín,Granada,850,0.0,1,0,Bajo,1,33,0,1,0,1,0,0,0
Alquiler de Chalet adosado en calle Cabrera,Belicena,1300,0.0,2,1,Muchas_plantas,3,1,0,1,1,1,1,1,0
"Alquiler de Casa o chalet independiente en calle mulhacen, 1",Maracena,850,0.0,2,1,Muchas_plantas,4,1,0,1,0,0,1,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",650,0.0,1,0,Bajo,1,37,0,0,0,1,1,0,0
Alquiler de Ático en Albaicín,Granada,1500,0.0,1,0,Primeros_pisos,2,50,1,1,0,1,1,0,0
Alquiler de Piso en calle Valenzuela,"Albaicín, Granada",680,0.0,1,0,Primeros_pisos,1,55,1,0,0,1,1,0,0
"Alquiler de Piso en calle San Vicente Ferrer, 6","Figares, Granada",1250,1.0,1,0,Primeros_pisos,2,90,0,1,0,1,1,0,0
Alquiler de Piso en Gran Capitán,"Centro, Granada",1200,1.0,2,0,Ultimos_pisos,3,1,0,0,0,1,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",525,0.0,1,0,Bajo,1,29,0,0,1,1,0,0,0
"Alquiler de Piso en calle Nicuesa, 9","Carrera de la Virgen - Paseo del Salón, Granada",850,0.0,1,0,Bajo,1,60,0,0,0,1,0,0,0
Alquiler de Ático en calle Real de Cartuja,"San Ildefonso, Granada",700,1.0,1,0,Primeros_pisos,1,75,1,1,0,0,1,0,0
Alquiler de Piso en Gran Capitán,"Centro, Granada",1200,1.0,2,0,Ultimos_pisos,3,1,0,0,0,1,0,0,0
Alquiler de Piso en calle del Filólogo Julio Casares s/n,"Rosaleda - Juventud, Granada",1200,1.0,2,1,Primeros_pisos,3,1,1,1,1,0,1,1,1
Alquiler de Piso en calle Cisne,"Los Pajaritos, Granada",800,1.0,1,0,Primeros_pisos,2,70,1,0,0,1,1,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",1200,1.0,1,0,Primeros_pisos,4,90,0,1,0,1,0,0,0
Alquiler de Piso en Figares,Granada,1400,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en avenida de Cadiz,"Zaidín, Granada",950,1.0,2,0,Bajo,3,95,1,0,1,1,1,0,0
"Alquiler de Estudio en calle Conde Cifuentes, 17","Figares, Granada",750,1.0,1,0,Primeros_pisos,1,60,1,1,0,0,1,0,0
Alquiler de Piso en plaza Romanilla,"Catedral, Granada",1100,1.0,2,0,Primeros_pisos,2,85,1,0,0,1,1,0,0
Alquiler de Piso en plaza de Gracia,"Recogidas, Granada",575,0.0,1,0,Primeros_pisos,1,43,1,0,0,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",800,1.0,2,0,Ultimos_pisos,3,1,0,0,0,1,0,0,0
Alquiler de Piso en calle Tiña,"Albaicín, Granada",750,0.0,1,0,Primeros_pisos,1,60,0,0,0,1,1,0,0
Alquiler de Piso en Albaicín,Granada,700,1.0,1,0,Primeros_pisos,1,50,0,0,0,1,0,0,0
Alquiler de Piso en Polígono Cartuja,"Norte, Granada",720,1.0,1,0,Ultimos_pisos,3,93,0,1,0,0,1,0,0
Alquiler de Piso en Jardín Botánico,"Centro, Granada",650,1.0,1,0,Ultimos_pisos,1,65,0,0,0,1,0,0,0
Alquiler de Piso en Zaidín,Granada,1100,0.0,1,0,Bajo,4,1,0,0,0,0,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1400,1.0,1,0,Ultimos_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",700,1.0,1,0,Primeros_pisos,2,70,0,1,0,0,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1200,1.0,2,0,Ultimos_pisos,3,80,0,1,0,1,0,0,0
Alquiler de Piso en avenida de la Constitución,"Plaza de Toros, Granada",1100,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en paseo de la Bomba,"Carrera de la Virgen - Paseo del Salón, Granada",950,0.0,2,0,Primeros_pisos,4,1,0,0,0,0,1,0,0
"Alquiler de Dúplex en cuesta de San Antonio, 8","San Ildefonso, Granada",620,1.0,1,0,Primeros_pisos,1,69,0,0,0,0,0,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",825,1.0,1,0,Ultimos_pisos,3,90,0,0,0,1,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",850,1.0,1,0,Primeros_pisos,3,97,0,0,0,1,0,0,0
Alquiler de Piso en Jardín Botánico,"Centro, Granada",700,1.0,1,0,Ultimos_pisos,2,77,1,0,0,1,0,0,0
"Alquiler de Ático en calle Arabial, 111","Ronda - Arabial, Granada",750,1.0,1,0,Ultimos_pisos,2,72,0,1,0,1,0,0,0
"Alquiler de Piso en calle Manuel de Falla, 5","Figares, Granada",995,1.0,2,0,Primeros_pisos,3,1,0,0,1,1,0,0,0
Alquiler de Piso en Figares,Granada,1300,1.0,2,0,Ultimos_pisos,2,1,1,0,0,1,0,0,0
Alquiler de Piso en calle Piedra Santa,"San Matías - Pavaneras, Granada",800,1.0,1,0,Primeros_pisos,1,55,1,1,0,1,1,0,0
Alquiler de Piso en calle Boquerón,"Gran Capitán, Granada",500,0.0,1,0,Bajo,1,41,1,0,0,0,0,0,0
Alquiler de Piso en Jardín Botánico,"Centro, Granada",700,1.0,1,0,Ultimos_pisos,2,77,1,0,0,1,0,0,0
Alquiler de Piso en calle Boquerón,"Gran Capitán, Granada",500,0.0,1,0,Bajo,1,41,1,0,0,0,0,0,0
"Alquiler de Piso en calle Emperatriz Eugenia, 6","Gran Capitán, Granada",1100,1.0,2,0,Primeros_pisos,5,1,1,1,0,1,1,0,0
Alquiler de Piso en calle Piedra Santa,"San Matías - Pavaneras, Granada",800,1.0,1,0,Primeros_pisos,1,55,1,1,0,1,1,0,0
Alquiler de Piso en Zaidín,Granada,690,1.0,1,0,Primeros_pisos,3,95,1,0,0,1,0,0,0
"Alquiler de Ático en calle Arabial, 111","Ronda - Arabial, Granada",750,1.0,1,0,Ultimos_pisos,2,72,0,1,0,1,0,0,0
"Alquiler de Ático en calle Demetrio Spínola, 17","Rosaleda - Juventud, Granada",1100,1.0,1,0,Ultimos_pisos,4,1,0,1,0,1,1,0,1
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",850,1.0,1,0,Primeros_pisos,3,97,0,0,0,1,0,0,0
"Alquiler de Estudio en calle Paz, 22","Recogidas, Granada",685,0.0,1,0,Primeros_pisos,1,33,1,0,0,0,1,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",825,1.0,1,0,Ultimos_pisos,3,90,0,0,0,1,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1400,1.0,1,0,Ultimos_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",850,1.0,1,0,Primeros_pisos,3,95,0,0,0,1,0,0,0
Alquiler de Casa o chalet independiente en calle Sauce s/n,Huétor-Vega,650,0.0,1,1,Muchas_plantas,3,80,1,0,1,1,1,0,0
"Alquiler de Ático en calle Doctor Rojas Ballesteros, 2","Plaza de Toros, Granada",950,1.0,1,0,Ultimos_pisos,4,1,0,1,0,0,0,0,0
Alquiler de Piso en calle Rosalía de Castro,"Parque Nueva Granada, Granada",690,0.0,1,0,Primeros_pisos,3,80,0,0,0,1,0,0,1
Alquiler de Piso en calle Albahaca,"Figares, Granada",1000,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,0,1,0
"Alquiler de Piso en avenida Divina Pastora, 7","San Ildefonso, Granada",720,1.0,1,0,Ultimos_pisos,1,67,1,0,0,1,1,1,1
Alquiler de Piso en Cuesta Escoriaza - Barranco del Abogado,"Realejo, Granada",550,1.0,1,0,Primeros_pisos,1,50,1,0,0,1,1,0,0
"Alquiler de Piso en zenete, 5","Albaicín, Granada",600,0.0,1,0,Primeros_pisos,2,80,0,0,0,0,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",1000,1.0,2,0,Ultimos_pisos,4,1,0,0,0,1,0,0,0
"Alquiler de Piso en Plaza, 2",Albolote,750,1.0,2,0,Primeros_pisos,2,89,1,1,1,1,1,0,0
Alquiler de Chalet adosado en Campus de la Salud,Granada,1150,0.0,3,1,Muchas_plantas,3,1,1,1,1,1,1,1,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",750,1.0,1,0,Ultimos_pisos,3,85,0,0,0,1,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",750,1.0,1,0,Ultimos_pisos,1,20,0,0,0,1,1,0,0
"Alquiler de Ático en calle Agua de Cartuja, 9","San Ildefonso, Granada",600,1.0,1,0,Primeros_pisos,1,50,1,1,0,1,1,0,0
"Alquiler de Ático en plaza de la Trinidad, 12","Catedral, Granada",750,0.0,1,0,Primeros_pisos,1,42,1,0,0,0,1,0,0
"Alquiler de Piso en calle Reyes Católicos, 25","Catedral, Granada",1600,0.0,2,1,Primeros_pisos,6,1,1,0,0,1,0,0,0
Alquiler de Piso en Cervantes-Palacio de Deportes,Granada,600,1.0,2,0,Primeros_pisos,3,1,1,0,0,0,0,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",1000,1.0,1,0,Primeros_pisos,2,62,0,0,1,1,1,0,0
"Alquiler de Piso en avenida de la Ilustración, 77","Campus de la Salud, Granada",950,1.0,2,1,Primeros_pisos,2,95,1,0,1,1,0,1,1
Alquiler de Piso en Cuesta Escoriaza - Barranco del Abogado,"Realejo, Granada",550,1.0,1,0,Primeros_pisos,1,50,1,0,0,1,1,0,0
Alquiler de Chalet adosado en Campus de la Salud,Granada,1150,0.0,3,1,Muchas_plantas,3,1,1,1,1,1,1,1,0
Alquiler de Piso en callejón del Señor,"Cuesta Escoriaza - Barranco del Abogado, Granada",640,0.0,1,0,Primeros_pisos,1,62,1,0,0,1,1,0,0
Alquiler de Casa o chalet independiente en Albaicín,Granada,1100,0.0,3,0,Muchas_plantas,3,1,1,1,0,1,1,1,0
Alquiler de Piso en glorieta de Arabial,"Figares, Granada",600,0.0,1,0,Bajo,1,50,0,0,0,0,0,0,0
"Alquiler de Piso en cuesta alhcaba, 4","Albaicín, Granada",750,0.0,1,0,Primeros_pisos,2,75,1,0,0,0,1,0,0
Alquiler de Piso en calle Jaén,"Zaidín, Granada",700,0.0,1,0,Primeros_pisos,2,70,1,0,0,1,0,0,0
Alquiler de Piso en Gran Capitán,"Centro, Granada",620,0.0,1,0,Primeros_pisos,1,50,0,0,0,1,0,0,0
"Alquiler de Ático en avenida de Juan Pablo II, 9","La Cruz, Granada",1100,1.0,2,0,Ultimos_pisos,3,1,1,1,0,0,1,0,0
"Alquiler de Piso en calle Ángel Ganivet, 21","San Matías - Pavaneras, Granada",1100,1.0,1,0,Primeros_pisos,1,60,1,1,0,0,1,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",850,1.0,1,0,Ultimos_pisos,1,25,0,0,0,1,1,0,0
Alquiler de Piso en San Antón,Armilla,600,0.0,1,0,Primeros_pisos,3,83,0,1,0,0,0,0,0
Alquiler de Piso en La Chana,Granada,750,1.0,1,0,Ultimos_pisos,3,96,0,1,0,1,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en La Cruz,"Los Pajaritos - Plaza de Toros, Granada",1200,0.0,2,0,Primeros_pisos,4,1,0,0,0,0,1,0,0
Alquiler de Chalet adosado en Campus de la Salud,Granada,1150,0.0,3,0,Muchas_plantas,3,1,1,1,1,1,1,1,0
Alquiler de Piso en Campo Verde,"Norte, Granada",750,0.0,1,0,Bajo,3,79,0,0,1,1,0,0,1
"Alquiler de Piso en calle Lavadero Zafra, 9","Gran Capitán, Granada",1100,0.0,1,0,Ultimos_pisos,3,70,0,0,0,1,1,0,0
Alquiler de Piso en Zaidín,Granada,1100,0.0,1,0,Bajo,4,90,0,0,0,1,0,0,0
Alquiler de Piso en calle Jaén,"Zaidín, Granada",700,0.0,1,0,Primeros_pisos,2,70,1,0,0,1,0,0,0
Alquiler de Chalet adosado en calle Ibiza,Belicena,1300,0.0,2,0,Muchas_plantas,3,1,1,1,0,1,1,1,0
"Alquiler de Piso en calle Aben Humeya, 12","Figares, Granada",950,1.0,1,0,Primeros_pisos,2,92,1,0,1,1,1,0,0
"Alquiler de Piso en calle Doctor Jiménez Díaz, 3","Los Pajaritos, Granada",700,1.0,1,0,Ultimos_pisos,1,70,1,1,0,1,1,0,0
"Alquiler de Piso en avenida Maracena, 190","Barrio de los Periodistas, Granada",670,1.0,1,1,Primeros_pisos,1,60,0,0,1,1,0,1,1
"Alquiler de Piso en calle Juan de Ávila Segovia, 2","Ronda - Arabial, Granada",900,1.0,1,0,Primeros_pisos,3,82,1,0,0,0,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",900,1.0,2,0,Primeros_pisos,3,75,0,0,0,1,0,0,0
"Alquiler de Piso en carril del Picón, 20","Jardín Botánico, Granada",1000,1.0,2,0,Primeros_pisos,4,90,1,0,0,0,0,0,0
"Alquiler de Piso en avenida de Cadiz, 12","Zaidín, Granada",800,1.0,2,0,Ultimos_pisos,4,99,0,1,0,1,1,0,0
"Alquiler de Piso en Aixa la Horra, 8","Bola de Oro, Granada",690,1.0,1,0,Ultimos_pisos,2,70,1,0,0,1,0,1,0
"Alquiler de Piso en calle Juan de Ávila Segovia, 2","Ronda - Arabial, Granada",900,1.0,1,0,Primeros_pisos,3,82,1,0,0,0,0,0,0
"Alquiler de Estudio en plaza del Realejo, 8","Cuesta Escoriaza - Barranco del Abogado, Granada",600,1.0,1,0,Ultimos_pisos,1,29,0,0,0,1,1,0,0
"Alquiler de Piso en calle Doctor Jiménez Díaz, 3","Los Pajaritos, Granada",700,1.0,1,0,Ultimos_pisos,1,70,1,1,0,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",900,1.0,2,0,Primeros_pisos,3,75,0,0,0,1,0,0,0
Alquiler de Piso en Figares,Granada,1150,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,1,0,0
"Alquiler de Piso en avenida Maracena, 190","Barrio de los Periodistas, Granada",670,1.0,1,1,Primeros_pisos,1,60,0,0,1,1,0,1,1
Alquiler de Piso en Catedral,"Centro, Granada",1150,0.0,1,0,Ultimos_pisos,2,55,0,0,0,0,1,0,0
Alquiler de Dúplex en Maracena,"Área de Granada, Granada",800,1.0,1,0,Primeros_pisos,2,72,1,1,1,1,0,0,0
"Alquiler de Piso en calle Ovidio, 4","Barrio de los Periodistas, Granada",1000,1.0,2,0,Ultimos_pisos,3,1,1,0,1,1,0,1,1
"Alquiler de Piso en calle San Vicente Ferrer, 6","Figares, Granada",1250,1.0,1,0,Primeros_pisos,2,98,0,0,0,0,1,0,0
Alquiler de Piso en La Chana,Granada,650,0.0,1,0,Bajo,2,70,0,0,0,0,0,0,0
Alquiler de Piso en cocheras de santa paula,"Catedral, Granada",500,0.0,1,0,Primeros_pisos,1,35,1,0,0,0,0,0,0
"Alquiler de Estudio en calle Misericordia, 12","Jardín Botánico, Granada",750,0.0,1,0,Primeros_pisos,1,30,0,0,0,1,1,0,0
Alquiler de Piso en calle Conde de Tendillas,"Jardín Botánico, Granada",540,1.0,1,0,Primeros_pisos,1,48,0,0,0,0,0,0,0
Alquiler de Piso en Campo Verde,"Norte, Granada",730,0.0,1,0,Ultimos_pisos,3,77,1,1,1,0,1,0,0
"Alquiler de Piso en cuesta de Rodrigo del Campo, 21","Molinos - Santiago, Granada",850,0.0,1,0,Primeros_pisos,2,76,0,0,0,0,0,0,0
Alquiler de Piso en Campo Verde,"Norte, Granada",1400,1.0,2,0,Ultimos_pisos,5,85,0,0,0,0,1,0,0
Alquiler de Piso en Gran Capitán,"Centro, Granada",750,1.0,1,0,Primeros_pisos,1,70,0,0,0,0,0,0,0
"Alquiler de Piso en calle Cv Encina, 20","La Chana, Granada",900,1.0,2,0,Primeros_pisos,3,1,0,0,0,1,0,0,1
"Alquiler de Piso en avenida de la Ilustración, 101","Campus de la Salud, Granada",870,1.0,2,1,Ultimos_pisos,2,1,1,0,1,1,1,1,1
Alquiler de Piso en avenida de Pulianas,"San Francisco Javier, Granada",860,1.0,1,0,Primeros_pisos,3,90,1,1,0,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1200,1.0,2,0,Ultimos_pisos,4,1,0,0,0,1,0,0,0
"Alquiler de Estudio en calle Limón, 3","Albaicín, Granada",650,0.0,1,0,Bajo,1,60,1,0,0,1,0,0,0
Alquiler de Estudio en Zaidín,Granada,600,0.0,1,0,Bajo,1,30,0,0,0,1,0,0,0
"Alquiler de Estudio en calle San Juan de Dios, 15","Gran Capitán, Granada",500,0.0,1,0,Primeros_pisos,1,60,0,0,0,1,0,0,0
"Alquiler de Piso en calle Hortensia, 1",Santa Fe,850,1.0,1,0,Primeros_pisos,2,71,0,0,0,1,1,0,0
"Alquiler de Chalet pareado en calle Montevideo, 8","Zona Poniente, Armilla",1250,0.0,2,1,Muchas_plantas,3,3,1,1,0,1,1,0,0
